Subject,Predicate,Object
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,文化,Chinese
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,制作时间,date unknown
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,材质,black silk gauze embroidered with silk and metal-wrapped threads edged with dark purple silk and metal-wrapped thread brocade
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,尺寸,overall: 102.5 cm x 140.9 cm
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,对象类型,skirt
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,时期,Qing 19th century
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,制作地点,China
Album Leaf from Album of Figures,创作者,Ren Yi
Album Leaf from Album of Figures,类别,albums
Album Leaf from Album of Figures,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Album of Figures,文化,Chinese
Album Leaf from Album of Figures,制作时间,date unknown
Album Leaf from Album of Figures,描述,"This album leaf is one of thirteen inscriptions in Ren Yi’s Album of Figures, featuring a four-line poem with seven characters per line. The poem was written in cursive script by Taixi (1899–1989) and later attached to Ren Yi’s paintings. The text is associated with the imagery on the album leaf attached beneath it (2004.19.38.3)."
Album Leaf from Album of Figures,材质,ink and colour on paper
Album Leaf from Album of Figures,对象类型,album leaf
Album Leaf from Album of Figures,时期,Qing 19th century
Album Leaf from Album of Figures,制作地点,China
Helmet from ceremonial armour,类别,costumes
Helmet from ceremonial armour,捐赠来源,Gift of Sandy and Cécile Mactaggart
Helmet from ceremonial armour,文化,Chinese
Helmet from ceremonial armour,制作时间,Qing Dynasty (1644-1912)
Helmet from ceremonial armour,描述,Helmet from ceremonial armour.
Helmet from ceremonial armour,对象类型,helmet
Helmet from ceremonial armour,制作地点,China
Embroidered Blue Silk Dragon Robe for a Man,创作者,unknown
Embroidered Blue Silk Dragon Robe for a Man,类别,clothing
Embroidered Blue Silk Dragon Robe for a Man,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Dragon Robe for a Man,文化,Chinese
Embroidered Blue Silk Dragon Robe for a Man,制作时间,date unknown
Embroidered Blue Silk Dragon Robe for a Man,材质,blue silk satin embroidered with silk and metal-wrapped threads
Embroidered Blue Silk Dragon Robe for a Man,尺寸,overall: 138.8 cm x 237 cm; neck to hem: 138.8 cm; cuff to cuff: x 237 cm
Embroidered Blue Silk Dragon Robe for a Man,对象类型,robe
Embroidered Blue Silk Dragon Robe for a Man,时期,Qing 19th century
Embroidered Blue Silk Dragon Robe for a Man,制作地点,China
Two Embroidered Cream Silk Sleeve Bands,创作者,unknown
Two Embroidered Cream Silk Sleeve Bands,类别,clothing
Two Embroidered Cream Silk Sleeve Bands,捐赠来源,Gift of Sandy and Cécile Mactaggart
Two Embroidered Cream Silk Sleeve Bands,文化,Chinese
Two Embroidered Cream Silk Sleeve Bands,制作时间,date unknown
Two Embroidered Cream Silk Sleeve Bands,材质,cotton; silk floss; silk satin; mat board; embroidery
Two Embroidered Cream Silk Sleeve Bands,对象类型,sleeve band
Two Embroidered Cream Silk Sleeve Bands,时期,Qing 18th century
Two Embroidered Cream Silk Sleeve Bands,制作地点,China
Green and Ochre Silk Brocade,创作者,unknown
Green and Ochre Silk Brocade,类别,textiles
Green and Ochre Silk Brocade,捐赠来源,Gift of Sandy and Cécile Mactaggart
Green and Ochre Silk Brocade,文化,Chinese
Green and Ochre Silk Brocade,制作时间,date unknown
Green and Ochre Silk Brocade,材质,silk brocade
Green and Ochre Silk Brocade,尺寸,overall: 55.5 cm x 1313 cm
Green and Ochre Silk Brocade,对象类型,yardage
Green and Ochre Silk Brocade,时期,Qing 19th century
Green and Ochre Silk Brocade,制作地点,China
Embroidered Red Silk Daoist Priest Robe,创作者,unknown
Embroidered Red Silk Daoist Priest Robe,类别,clothing
Embroidered Red Silk Daoist Priest Robe,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Red Silk Daoist Priest Robe,文化,Chinese
Embroidered Red Silk Daoist Priest Robe,制作时间,ca. 1800
Embroidered Red Silk Daoist Priest Robe,材质,red silk satin embroidered with silk and metal-wrapped threads
Embroidered Red Silk Daoist Priest Robe,尺寸,overall: 136 cm x 188 cm; neck to hem: 136 cm; cuff to cuff: x 188 cm
Embroidered Red Silk Daoist Priest Robe,对象类型,robe
Embroidered Red Silk Daoist Priest Robe,时期,Qing 19th century
Embroidered Red Silk Daoist Priest Robe,制作地点,China
Embroidered Red Silk Panel,创作者,unknown
Embroidered Red Silk Panel,类别,textiles
Embroidered Red Silk Panel,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Red Silk Panel,文化,Chinese
Embroidered Red Silk Panel,制作时间,ca. 1900
Embroidered Red Silk Panel,材质,gold wrapped silk thread; cotton; silk brocade ribbon; silk floss; silk twist; silk satin; embroidery
Embroidered Red Silk Panel,尺寸,overall: 67 cm x 260 cm
Embroidered Red Silk Panel,对象类型,panel
Embroidered Red Silk Panel,时期,Qing 19th-20th centuries
Embroidered Red Silk Panel,制作地点,China
Back Panel of a Rank Badge for a Sixth Rank Civil Official,创作者,unknown
Back Panel of a Rank Badge for a Sixth Rank Civil Official,类别,textiles
Back Panel of a Rank Badge for a Sixth Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Back Panel of a Rank Badge for a Sixth Rank Civil Official,文化,Chinese
Back Panel of a Rank Badge for a Sixth Rank Civil Official,制作时间,1875-1908
Back Panel of a Rank Badge for a Sixth Rank Civil Official,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This rank badge features an egret, representing a sixth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird was seen on rank badges. The egret in this badge is surrounded by ruyi-shaped clouds, with its wings outstretched and its gaze fixed on the sun disk in the upper left corner. This badge is woven in tapestry, with a ground made from metallic thread. Coloured ink was used to depict details in the bird’s body."
Back Panel of a Rank Badge for a Sixth Rank Civil Official,材质,gold wrapped silk thread; linen; silk; tapestry weave
Back Panel of a Rank Badge for a Sixth Rank Civil Official,尺寸,overall: 28.6 cm x 31 cm
Back Panel of a Rank Badge for a Sixth Rank Civil Official,对象类型,rank badge
Back Panel of a Rank Badge for a Sixth Rank Civil Official,时期,Qing 19th-20th centuries
Back Panel of a Rank Badge for a Sixth Rank Civil Official,制作地点,China
Back Panel of a Rank Badge for a Fifth Rank Civil Official,创作者,unknown
Back Panel of a Rank Badge for a Fifth Rank Civil Official,类别,textiles
Back Panel of a Rank Badge for a Fifth Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Back Panel of a Rank Badge for a Fifth Rank Civil Official,文化,Chinese
Back Panel of a Rank Badge for a Fifth Rank Civil Official,制作时间,1862-1874
Back Panel of a Rank Badge for a Fifth Rank Civil Official,描述,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)"
Back Panel of a Rank Badge for a Fifth Rank Civil Official,材质,embroidery; copper-wrapped silk thread; gold wrapped silk thread; silk; silk floss; silk satin; silver wrapped silk thread
Back Panel of a Rank Badge for a Fifth Rank Civil Official,尺寸,overall: 29.3 cm x 29.7 cm
Back Panel of a Rank Badge for a Fifth Rank Civil Official,对象类型,rank badge
Back Panel of a Rank Badge for a Fifth Rank Civil Official,时期,Qing 19th century
Back Panel of a Rank Badge for a Fifth Rank Civil Official,制作地点,China
Landscape After Juran,创作者,unknown
Landscape After Juran,类别,paintings
Landscape After Juran,捐赠来源,Gift of Sandy and Cécile Mactaggart
Landscape After Juran,文化,Chinese
Landscape After Juran,制作时间,date unknown
Landscape After Juran,描述,A hanging scroll painting of a mountain landscape.
Landscape After Juran,题跋,"This scroll is signed with an apocryphal signature of Juran, and is impressed with 3 collector's seals."
Landscape After Juran,材质,ink and colour on silk
Landscape After Juran,尺寸,sheet: 315 cm x 104.6 cm; image: 190.4 cm x 98.4 cm
Landscape After Juran,对象类型,hanging scroll
Landscape After Juran,时期,Ming 15th-16th centuries
Landscape After Juran,制作地点,China
Embroidered Blue Silk Imperial Surcoat for a Woman,创作者,unknown
Embroidered Blue Silk Imperial Surcoat for a Woman,类别,clothing
Embroidered Blue Silk Imperial Surcoat for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Imperial Surcoat for a Woman,文化,Chinese
Embroidered Blue Silk Imperial Surcoat for a Woman,制作时间,date unknown
Embroidered Blue Silk Imperial Surcoat for a Woman,材质,dark blue silk embroidered with silk and metal-wrapped threads
Embroidered Blue Silk Imperial Surcoat for a Woman,尺寸,overall: 146 cm x 194.4 cm; neck to hem: 146 cm; cuff to cuff: x 194.4 cm
Embroidered Blue Silk Imperial Surcoat for a Woman,对象类型,surcoat
Embroidered Blue Silk Imperial Surcoat for a Woman,时期,Qing 19th century
Embroidered Blue Silk Imperial Surcoat for a Woman,制作地点,China
Embroidered Silk Fan Case,创作者,unknown
Embroidered Silk Fan Case,类别,costume accessories
Embroidered Silk Fan Case,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Silk Fan Case,文化,Chinese
Embroidered Silk Fan Case,制作时间,date unknown
Embroidered Silk Fan Case,材质,braided cord; silk floss; silk satin; canvas; cardboard; gold wrapped silk thread; silver wrapped silk thread; embroidery
Embroidered Silk Fan Case,尺寸,overall: 49.7 cm x 7 cm x 2.5 cm
Embroidered Silk Fan Case,对象类型,fan case
Embroidered Silk Fan Case,时期,Qing 19th century
Embroidered Silk Fan Case,制作地点,China
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",创作者,Gao Jin
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",类别,published works
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",捐赠来源,Gift of Sandy and Cécile Mactaggart
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",文化,Chinese
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",制作时间,1771
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 13-18, Chapter 32-46. Woodblock printed, thread binding."
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",材质,"printed woodblock, thread binding"
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",尺寸,overall: 29.8 cm x 20.5 cm x 6.6 cm
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",对象类型,book
"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",制作地点,China: Beijing
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",创作者,Gao Jin
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",类别,published works
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",捐赠来源,Gift of Sandy and Cécile Mactaggart
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",文化,Chinese
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",制作时间,1771
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Chapters 24-26. Volume 10. Woodblock printed, thread binding."
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",材质,"printed woodblock, thread binding"
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",尺寸,overall: 29.8 cm x 20.5 cm
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",对象类型,book
"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",制作地点,China: Beijing
Embroidered Blue Silk Robe for a Woman,创作者,unknown
Embroidered Blue Silk Robe for a Woman,类别,clothing
Embroidered Blue Silk Robe for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Robe for a Woman,文化,Chinese
Embroidered Blue Silk Robe for a Woman,制作时间,date unknown
Embroidered Blue Silk Robe for a Woman,材质,blue silk twill embroidered with silk and metal-wrapped threads
Embroidered Blue Silk Robe for a Woman,尺寸,overall: 147 cm x 194 cm; neck to hem: 147 cm; cuff to cuff: x 194 cm
Embroidered Blue Silk Robe for a Woman,对象类型,robe
Embroidered Blue Silk Robe for a Woman,时期,Qing 19th century
Embroidered Blue Silk Robe for a Woman,制作地点,China
Album Leaf from Insects,创作者,unknown
Album Leaf from Insects,类别,albums
Album Leaf from Insects,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Insects,文化,Chinese
Album Leaf from Insects,制作时间,date unknown
Album Leaf from Insects,描述,A painting of three butterflies and one black insect.
Album Leaf from Insects,材质,ink; paper
Album Leaf from Insects,尺寸,sheet: 35.2 cm x 43.1 cm; image: 19.1 cm x 23.3 cm
