Subject,Predicate,Object,ObjectLabel
2005.5.525,材质,blue silk satin embroidered with metal-wrapped threads,material
2004.19.1.1.33,对象类型,album leaf,type
2005.5.347,标题,Front and Back Panels of a Rank Badge for a First-Rank Civil Official,title
2005.5.292,文化,Chinese,culture
2005.5.158,尺寸,overall: 137 cm x 93.2 cm; neck to hem: 137 cm,measurement
2005.5.29,对象类型,panel,type
2005.5.448.4,时期,Qing 19th century,period
2005.5.238,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.350,对象类型,mirror,type
2005.5.533.2,制作地点,China,place
2005.5.477,时期,Qing 19th century,period
2005.5.43,制作地点,China,place
2010.20.1.8.5,制作时间,1771,date
2005.5.566,标题,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official,title
2005.5.586,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.38.6,时期,Qing 19th century,period
2010.20.1.3.3,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.204,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2011.16.1.3,对象类型,epaulette,type
2005.5.387.2,标题,Circular Fan Cover,title
2005.5.150,对象类型,robe,type
2004.19.53,类别,paintings,category
2005.5.365,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.160,制作地点,China,place
2005.5.383.2,时期,Qing 19th century,period
2010.21.5.2,文化,Chinese,culture
2010.21.6,对象类型,carpet,type
2005.5.245.2,对象类型,fragment,type
2005.5.261.1,文化,Chinese,culture
2005.5.76,材质,dark blue silk satin embroidered with silk,material
2005.5.556,类别,textiles,category
2004.19.72.2,创作者,Wang Gai,artist
2005.5.619,文化,Chinese,culture
2022.7.6.2,文化,Chinese,culture
2004.19.1.1.30,题跋,"On the reverse of the piece ""(38)"" is handwritten in pencil on the upper right corner.",inscription
2005.5.535,时期,Qing 19th-20th centuries,period
2004.19.60,对象类型,handscroll,type
2005.5.506.1,对象类型,sleeve band,type
2005.5.607.1.2,尺寸,overall: 29 cm x 14.9 cm,measurement
2004.19.9.13,尺寸,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,measurement
2005.5.509,标题,Embroidered Cream Silk Sleeve Bands,title
2009.8.10,对象类型,jacket,type
2010.20.1.5.1,文化,Chinese,culture
2005.5.543.2,文化,Chinese,culture
2005.5.395.3,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.1.1.61,对象类型,album leaf,type
2005.5.280.1,制作地点,China,place
2005.5.175,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.598.1,类别,textiles,category
2004.19.68.1.3,文化,Chinese,culture
2005.5.607,时期,Qing 19th century,period
2004.19.1.1.25,材质,ink; silk; paper,material
2005.5.562.1.1,制作地点,China,place
2005.5.462,标题,Blue Silk Brocade Panel,title
2010.20.1.6.3,创作者,Gao Jin,artist
2005.5.560.2,类别,textiles,category
2005.5.587,文化,Chinese,culture
2010.16.1.1,对象类型,album leaf,type
2004.19.92,描述,"A large painting on silk depicting the Muslim Rebellion in Shaanxi, Gansu and Xinjiang provinces, which are represented homogeneously as a landscape with cliffs, mountains, a river and trees. A strategic perspective from atop a mountain oversees all of the action, including various army camps and infantry. Some mounted soldiers appear in active pursuit of their enemy, while other regiments march in formation. Notable figures have small name plates positioned above their heads to identify them to the viewer. This painting is part of a larger series of approximately 70 paintings commissioned by the Guangxu Emperor in 1885, approved by Empress Dowager Cixi in 1886, and completed in 1890. These paintings - split into four groups - commemorate the Taiping War, the Nian Rebellion, the Muslim Rebellion in Yunnan and Guizhou provinces, and the Muslim Rebellion on the southwest and northwest borders. The military prowess of the Qing government is highlighted and glorified in each of these paintings. Two of these paintings are accessioned in the Mactaggart Art Collection, please see Battle Scene from the Muslim Rebellions in Shaanxi, Gansu and Xinjiang Provinces (2004.19.92)",description
2005.5.360,尺寸,overall: 125.1 cm x 221 cm,measurement
2005.5.239.1,对象类型,rank badge,type
2005.5.45,尺寸,overall: 26.5 cm x 36.9 cm,measurement
2005.5.482,类别,clothing,category
2005.5.54,文化,Chinese,culture
2005.5.546,制作时间,1862-1874,date
2005.5.565.1,制作地点,China,place
2004.19.1.2,时期,Qing 18th century,period
2010.21.8,描述,"Upper dark blue silk ground panel has a five-clawed gold dragon, flanked by two gold dragons, surrounded by eight buddhist symbols, flaming pearls, bats, peaches and etc. The lower panel in cream coloured silk has nine gold dragons, surrounded by the eight treasures.",description
2004.19.18,对象类型,handscroll,type
2004.19.67,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.496,材质,silk cut velvet,material
2005.5.609,制作地点,China,place
2004.19.3.24,时期,Qing 18th-19th centuries,period
2010.20.1.8.4,材质,"printed woodblock, thread binding",material
2010.20.1.3.6,材质,"printed woodblock, thread binding",material
2004.19.2.11,文化,Chinese,culture
2005.5.395.3,制作地点,China,place
2005.5.227,对象类型,roundel,type
2022.7.5.2,尺寸,overall: 30.2 cm x 33 cm,measurement
2004.19.1.1.6,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.7) and it contains eight columns of regular script calligraphy describing the regulation of multicolour kerchief pendants (caishui) for the empress dowager and empress.",description
2004.19.1.1.2,文化,Chinese,culture
2004.19.79.12,时期,Qing 17th century,period
2005.5.307.2,时期,Qing 19th-20th centuries,period
2010.20.1.4.4,材质,"printed woodblock, thread binding",material
2004.19.72.10,创作者,Wang Gai,artist
2004.19.3.1,尺寸,sheet: 35.5 cm x 43.2 cm; image: 21.7 cm x 26.8 cm,measurement
2005.5.583.2,类别,textiles,category
2005.5.550.2,类别,textiles,category
2005.5.84.2,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.310,类别,clothing,category
2004.19.15,制作地点,China,place
2005.5.230.3,制作地点,China,place
2005.5.42.2,描述,(Has white teeth),description
2004.19.68.1.9,文化,Chinese,culture
2005.5.572.1,对象类型,rank badge,type
2004.19.72.10,对象类型,album leaf,type
2005.5.387,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.379.2,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.486,材质,silk; silk floss; silk satin; embroidery,material
2005.5.151,类别,clothing,category
2005.5.261.1,时期,Qing 18th century,period
2005.5.605.1.1,标题,Right Side of the Front Panel of a Rank Badge for a Sixth Rank Military Official,title
2005.5.134,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.3.4,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.605.2,制作时间,1851-1861,date
2005.5.304,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.85,材质,ink on paper,material
2004.19.1.1.2,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2005.5.147,文化,Chinese,culture
2005.5.402.2,标题,Embroidered Cream Silk Bed Cover,title
2005.5.3,标题,Wine-Red Cut and Voided Silk Velvet Vest for a Man,title
2004.19.2.48,材质,ink; paper,material
2005.5.73,制作时间,ca. 1880,date
2010.21.8,对象类型,panel,type
2005.5.365,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2009.8.4,时期,Qing 19th century,period
2010.20.1.6.1,制作地点,China: Beijing,place
2005.5.34,时期,Qing 19th century,period
2005.5.551.1,类别,textiles,category
2004.19.27,题跋,"There are 2 inscriptions by the artist.  The first inscription describes that the artist was working in the style of Dong Qichang's interpretation of the work of artist Dong Yuan.  The piece is signed by Shishu, and…												  													There are 2 inscriptions by the artist.  The first inscription describes that the artist was working in the style of Dong Qichang's interpretation of the work of artist Dong Yuan.  The piece is signed by Shishu, and has 1 artist seal.  The scroll is impressed with four collector's seals.												 Read More +",inscription
2004.19.2.29,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.578.2,文化,Chinese,culture
2005.5.583.2,材质,linen; silk; tapestry weave,material
2005.5.570,描述,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)  (source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",description
2004.19.2.14,标题,Album Leaf from Illustrations of Chinese Costumes,title
2005.5.568,时期,Qing 19th century,period
2005.5.177,文化,Chinese,culture
2005.5.566.1.1,标题,Right Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,title
2004.19.79.11,对象类型,hanging scroll,type
2010.20.2.1,制作时间,19th century,date
2005.5.240,标题,Two Silk Tapestry Weave Sleeve Bands,title
2005.5.86,对象类型,purse,type
2005.5.76,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.628,材质,pale yellow silk damask embroidered with silk and metal-wrapped threads,material
2005.5.478,时期,Qing 19th century,period
2005.5.244.3,类别,textiles,category
2005.5.447,时期,Qing 19th-20th centuries,period
2005.5.44,材质,silk brocade; braid; silk; silk floss,material
2005.5.97,制作地点,China,place
2005.5.269,描述,"This robe is a traditional style of Tibetan robe, or a chuba, made from embroidered yellow silk satin fabric, which was initially made for a dragon robe and imported to Tibet from the Qing imperial court. In Tibet, tailors modified the collar and sleeves to  suit the local style better. Thus the robe has yellow satin parts, without embroidery patterns, around the neckline and sleeve ends. The robe features motifs of dragons with flaming pearls, long thin clouds, rocks, waves and colourful striped water at the hem. There are eight dragons on the exterior of the robe: one on the chest, one on the back, one on each shoulder, and two on the front and back of the lower robe. As is typically seen in Chinese dragon robes, there is a hidden ninth dragon underneath the right overlap. There are the Twelve Symbols embroidered on the robe: the sun with a three-legged bird and the moon with a rabbit are placed on shoulders, stars and mountains are above the dragon’s head on the front and back, dragons, a pheasant, an axe, the fu symbol, cups, seaweed, flames, and grain. The placement of these symbols align with the Qing imperial costume regulations for the emperor’s dragon robe.",description
2005.5.317,尺寸,overall: 143.5 cm x 145 cm; neck to hem: 143.5 cm; cuff to cuff: x 145 cm,measurement
2005.5.554,材质,gold wrapped silk thread; silk; silk floss; silk gauze; embroidery,material
2005.5.511,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.266,标题,Brown Silk Brocade Dragon Robe,title
2005.5.616,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.14.1,时期,Qing 17th century,period
2004.19.1.1.16,制作地点,China,place
2005.5.351,时期,Qing 19th century,period
2005.5.575,对象类型,rank badge,type
2005.5.423,材质,rayon; silk brocade ribbon; silk floss; silk ribbon; embroidery,material
2004.19.1.1.32,对象类型,album leaf,type
2005.5.60,类别,textiles,category
2004.19.9,文化,Chinese,culture
2005.5.288,文化,Chinese,culture
2005.5.244.2,时期,Qing 17th-18th centuries,period
2004.19.1.1.46,时期,Qing 18th century,period
2005.5.570.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.402.1.2,制作时间,1736-1795,date
2005.5.115.1,标题,Embroidered Blue Silk Gauze for an Woman's Informal Robe,title
2005.5.576.1,制作地点,China,place
2010.20.1.7.1,文化,Chinese,culture
2004.19.1.1.15,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2005.5.131,标题,Embroidered Black Satin Hanging Decorated with Variations of the Shou Character,title
2004.19.2.11,类别,albums,category
2005.5.122,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.79,文化,Chinese,culture
2005.5.169.2,类别,clothing,category
2005.5.403.4.1,对象类型,shoe,type
2005.5.593.2,时期,Qing 19th century,period
2005.5.340,时期,Qing 19th century,period
2004.19.38.10,创作者,Ren Yi,artist
